itemid,hotelname,hotelid,roomtype_tokens_str,amenity_vector
597,Sporthotel Igls,503028,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
598,Sporthotel Igls,503028,economy,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
599,Sporthotel Igls,503028,single,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
600,Sporthotel Igls,503028,single,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
601,Sporthotel Igls,503028,single,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
602,Ibis budget Wien Messe,510130,double,"{'safebox', 'hair dryer', 'toiletries', 'heating', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'daily housekeeping'}"
603,Ibis budget Wien Messe,510130,single,"{'safebox', 'hair dryer', 'toiletries', 'heating', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'daily housekeeping'}"
604,Ibis budget Wien Messe,510130,double,"{'safebox', 'toiletries', 'heating', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
605,Hotel Sonnenhof,611551,double,"{'hair dryer', 'slippers', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'interconnecting rooms'}"
606,Pension Fruhwirth,627114,apartment,"{'safebox', 'full kitchen', 'coffeetea maker', 'hair dryer', 'heating', 'refrigerator', 'microwave', 'towels', 'linens', 'separate dining area', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms', 'kitchenware'}"
607,Pension Fruhwirth,627114,apartment,"{'safebox', 'full kitchen', 'coffeetea maker', 'hair dryer', 'heating', 'refrigerator', 'microwave', 'towels', 'linens', 'separate dining area', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms', 'kitchenware'}"
608,Pension Fruhwirth,627114,double,"{'safebox', 'hair dryer', 'heating', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
609,Dolomitengolf Hotel & Spa,636531,suite,"{'hair dryer', 'alarm clock', 'closet', 'additional bathroom', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
610,Dolomitengolf Hotel & Spa,636531,double,"{'carpeting', 'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'satellitecable', 'mirror', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
611,Dolomitengolf Hotel & Spa,636531,double,"{'carpeting', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'free bottled water', 'linens', 'sofa', 'satellitecable', 'mirror', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'free wi-fi in all rooms', 'soundproofing'}"
612,Dolomitengolf Hotel & Spa,636531,double,"{'carpeting', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'free bottled water', 'linens', 'satellitecable', 'mirror', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'free wi-fi in all rooms', 'soundproofing'}"
613,Dolomitengolf Hotel & Spa,636531,double,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'free wi-fi in all rooms', 'soundproofing'}"
614,Dolomitengolf Hotel & Spa,636531,double,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'heating', 'free wi-fi in all rooms', 'soundproofing'}"
615,Hotel Wallern Garni,646857,suite,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'telephone', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
616,Hotel Wallern Garni,646857,double,"{'safebox', 'smoke detector', 'telephone', 'wake-up service', 'hair dryer', 'clothes rack', 'heating', 'alarm clock', 'toiletries', 'closet', 'towels', 'woodenparqueted flooring', 'additional toilet', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
617,Hotel Moawirt,647885,family,"{'safebox', 'telephone', 'wake-up service', 'coffeetea maker', 'toiletries', 'heating', 'alarm clock', 'towels', 'linens', 'tv', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
618,Hotel Moawirt,647885,double,"{'safebox', 'telephone', 'wake-up service', 'coffeetea maker', 'toiletries', 'alarm clock', 'towels', 'linens', 'tv', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
619,Hotel Moawirt,647885,twin,"{'safebox', 'coffeetea maker', 'toiletries', 'towels', 'linens', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
620,JUFA Hotel Neutal,648194,family,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'refrigerator', 'heating', 'closet', 'towels', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
621,JUFA Hotel Neutal,648194,double,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'heating', 'closet', 'towels', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
622,JUFA Hotel Neutal,648194,quadruple,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'heating', 'closet', 'towels', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
623,JUFA Hotel Neutal,648194,single,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'heating', 'closet', 'towels', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
624,JUFA Hotel Neutal,648194,triple,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'heating', 'closet', 'towels', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
625,JUFA Hotel Neutal,648194,double,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'heating', 'closet', 'towels', 'linens', 'tv [flat screen]', 'sofa', 'air conditioning', 'free wi-fi in all rooms'}"
626,JUFA Hotel Neutal,648194,single,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'heating', 'closet', 'towels', 'linens', 'tv [flat screen]', 'sofa', 'air conditioning', 'free wi-fi in all rooms'}"
627,JUFA Hotel Neutal,648194,double,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'heating', 'closet', 'towels', 'linens', 'tv [flat screen]', 'sofa', 'air conditioning', 'free wi-fi in all rooms'}"
628,JUFA Hotel Neutal,648194,single,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'heating', 'closet', 'towels', 'linens', 'tv [flat screen]', 'sofa', 'air conditioning', 'free wi-fi in all rooms'}"
629,JUFA Hotel Neutal,648194,triple,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'heating', 'closet', 'towels', 'linens', 'tv [flat screen]', 'sofa', 'air conditioning', 'free wi-fi in all rooms'}"
630,Freiensteinerhof,667191,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
631,Freiensteinerhof,667191,single,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
632,Freiensteinerhof,667191,triple,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
633,Max Panorama,749633,chalet,"{'hair dryer', 'closet', 'separate dining area', 'ipod docking station', 'fireplace', 'kitchenware', 'safebox', 'coffeetea maker', 'refrigerator', 'microwave', 'ironing facilities', 'cleaning products', 'additional toilet', 'sofa', 'satellitecable', 'air conditioning', 'private entrance', 'full kitchen', 'washing machine', 'seating area', 'high chair', 'heating', 'clothes dryer', 'dishwasher', 'free wi-fi in all rooms', 'fan'}"
634,Ibis Hotel Wien Messe,916240,double,"{'safebox', 'telephone', 'hair dryer', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'daily housekeeping'}"
635,Ibis Hotel Wien Messe,916240,single,"{'safebox', 'telephone', 'hair dryer', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
636,Gasthof Tell,1034353,single,"{'safebox', 'telephone', 'carpeting', 'hair dryer', 'slippers', 'heating', 'toiletries', 'closet', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
637,Gasthof Tell,1034353,double,"{'safebox', 'telephone', 'carpeting', 'hair dryer', 'toiletries', 'heating', 'closet', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
638,HOTEL SCHANDL ***S,1034756,suite,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'towels', 'tv [flat screen]', 'telephone', 'linens', 'sofa', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'mosquito net', 'free wi-fi in all rooms', 'soundproofing'}"
639,HOTEL SCHANDL ***S,1034756,single,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'hair dryer', 'toiletries', 'heating', 'alarm clock', 'woodenparqueted flooring', 'closet', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'mosquito net', 'free wi-fi in all rooms', 'soundproofing'}"
640,HOTEL SCHANDL ***S,1034756,double,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'hair dryer', 'toiletries', 'heating', 'alarm clock', 'woodenparqueted flooring', 'closet', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'mosquito net', 'free wi-fi in all rooms', 'soundproofing'}"
641,HOTEL SCHANDL ***S,1034756,double,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'hair dryer', 'toiletries', 'heating', 'alarm clock', 'woodenparqueted flooring', 'closet', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'mosquito net', 'free wi-fi in all rooms', 'soundproofing'}"
642,HOTEL SCHANDL ***S,1034756,triple,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'hair dryer', 'toiletries', 'heating', 'alarm clock', 'woodenparqueted flooring', 'closet', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'mosquito net', 'free wi-fi in all rooms', 'soundproofing'}"
643,Voralpenhotel Schmoller,1086462,double,"{'safebox', 'telephone', 'carpeting', 'hair dryer', 'heating', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
644,Voralpenhotel Schmoller,1086462,quadruple,"{'safebox', 'telephone', 'carpeting', 'hair dryer', 'heating', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
645,Voralpenhotel Schmoller,1086462,single,"{'safebox', 'telephone', 'carpeting', 'hair dryer', 'heating', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
646,Voralpenhotel Schmoller,1086462,triple,"{'safebox', 'telephone', 'carpeting', 'hair dryer', 'heating', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
647,Haus Esplanade - Adults only,1099641,family,"{'safebox', 'carpeting', 'coffeetea maker', 'hair dryer', 'heating', 'refrigerator', 'toiletries', 'closet', 'towels', 'minibar', 'free bottled water', 'linens', 'separate dining area', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms', 'fan', 'kitchenware'}"
648,Haus Esplanade - Adults only,1099641,single,"{'safebox', 'carpeting', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'closet', 'towels', 'minibar', 'free bottled water', 'linens', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
649,Haus Esplanade - Adults only,1099641,double,"{'safebox', 'coffeetea maker', 'hair dryer', 'heating', 'toiletries', 'woodenparqueted flooring', 'closet', 'towels', 'minibar', 'free bottled water', 'linens', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
650,Schliefauhof,1112598,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
651,Schliefauhof,1112598,single,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
652,Hotel Ploberger,1195252,suite,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'free bottled water', 'dvdcd player', 'telephone', 'blackout curtains', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms', 'soundproofing'}"
653,Hotel Ploberger,1195252,standard,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'free bottled water', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms', 'soundproofing'}"
654,Hotel Ploberger,1195252,economy,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
655,Hotel Ploberger,1195252,single,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'free bottled water', 'dvdcd player', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'free welcome drink', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms', 'soundproofing'}"
656,Hotel Ploberger,1195252,single,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'free bottled water', 'dvdcd player', 'telephone', 'blackout curtains', 'linens', 'satellitecable', 'mirror', 'high floor', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms', 'soundproofing'}"
657,Hotel Ploberger,1195252,suite,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'free bottled water', 'dvdcd player', 'telephone', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms', 'soundproofing'}"
658,Hotel Ploberger,1195252,single,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'free bottled water', 'dvdcd player', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms', 'soundproofing'}"
659,Hotel Ploberger,1195252,double,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'coffeetea maker', 'towels', 'free bottled water', 'dvdcd player', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'free wi-fi in all rooms', 'soundproofing'}"
660,Hotel Ploberger,1195252,single,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'woodenparqueted flooring', 'extra long bed', 'towels', 'free bottled water', 'linens', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
661,Amethysthotel Mantler,1220994,double,"{'safebox', 'carpeting', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
662,Amethysthotel Mantler,1220994,single,"{'safebox', 'carpeting', 'hair dryer', 'clothes rack', 'heating', 'toiletries', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'soundproofing'}"
663,Hotel & Wirtshaus Hodl-Kaplan,1233026,double,"{'safebox', 'smoke detector', 'carpeting', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'towels', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
664,Hotel & Wirtshaus Hodl-Kaplan,1233026,triple,"{'safebox', 'smoke detector', 'carpeting', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
665,Hotel & Wirtshaus Hodl-Kaplan,1233026,family,"{'safebox', 'smoke detector', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'woodenparqueted flooring', 'closet', 'towels', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
666,Hotel & Wirtshaus Hodl-Kaplan,1233026,double,"{'safebox', 'smoke detector', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'woodenparqueted flooring', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
667,Hotel & Wirtshaus Hodl-Kaplan,1233026,single,"{'safebox', 'smoke detector', 'hair dryer', 'toiletries', 'heating', 'woodenparqueted flooring', 'closet', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
668,Hotel & Wirtshaus Hodl-Kaplan,1233026,economy,"{'safebox', 'smoke detector', 'wake-up service', 'hair dryer', 'toiletries', 'heating', 'woodenparqueted flooring', 'towels', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
669,Hotel Austria,1245335,family,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fan', 'safebox', 'towels', 'dressing room', 'ironing facilities', 'cleaning products', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'toiletries', 'clothes rack', 'heating', 'mosquito net', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
670,Hotel Austria,1245335,family,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fan', 'safebox', 'towels', 'dressing room', 'ironing facilities', 'cleaning products', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'toiletries', 'clothes rack', 'heating', 'mosquito net', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
671,Hotel Austria,1245335,triple,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fan', 'safebox', 'towels', 'dressing room', 'ironing facilities', 'cleaning products', 'additional toilet', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'toiletries', 'clothes rack', 'heating', 'mosquito net', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
672,Hotel Austria,1245335,double,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fan', 'safebox', 'towels', 'dressing room', 'ironing facilities', 'cleaning products', 'additional toilet', 'linens', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'toiletries', 'clothes rack', 'heating', 'mosquito net', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
673,Hotel Austria,1245335,double,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fan', 'safebox', 'towels', 'dressing room', 'ironing facilities', 'cleaning products', 'additional toilet', 'linens', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'toiletries', 'clothes rack', 'heating', 'mosquito net', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
674,Hotel Austria,1245335,double,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fan', 'safebox', 'towels', 'dressing room', 'ironing facilities', 'cleaning products', 'additional toilet', 'linens', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'toiletries', 'clothes rack', 'heating', 'mosquito net', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
675,Hotel Austria,1245335,twin,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fan', 'safebox', 'towels', 'dressing room', 'ironing facilities', 'cleaning products', 'additional toilet', 'linens', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'toiletries', 'clothes rack', 'heating', 'mosquito net', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
676,Hotel Austria,1245335,triple,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fan', 'safebox', 'towels', 'dressing room', 'ironing facilities', 'cleaning products', 'additional toilet', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'private entrance', 'seating area', 'toiletries', 'clothes rack', 'heating', 'mosquito net', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
677,Hotel Giessenbach,1260913,suite,"{'hair dryer', 'closet', 'separate dining area', 'kitchenware', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'telephone', 'ironing facilities', 'additional toilet', 'linens', 'satellitecable', 'mirror', 'air conditioning', 'bathrobes', 'private entrance', 'full kitchen', 'smoke detector', 'seating area', 'high chair', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'dishwasher', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
678,Haus Diana,1294209,family,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fire extinguisher', 'additional bathroom', 'safebox', 'towels', 'blackout curtains', 'ironing facilities', 'additional toilet', 'linens', 'sofa', 'mirror', 'daily newspaper', 'desk', 'air conditioning', 'private entrance', 'washing machine', 'seating area', 'high chair', 'toiletries', 'clothes rack', 'heating', 'clothes dryer', 'tv', 'free wi-fi in all rooms', 'interconnecting rooms'}"
679,Haus Diana,1294209,double,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fire extinguisher', 'safebox', 'towels', 'blackout curtains', 'ironing facilities', 'linens', 'sofa', 'satellitecable', 'mirror', 'daily newspaper', 'desk', 'air conditioning', 'private entrance', 'washing machine', 'seating area', 'high chair', 'toiletries', 'clothes rack', 'heating', 'clothes dryer', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
680,Haus Diana,1294209,double,"{'carpeting', 'hair dryer', 'alarm clock', 'closet', 'fire extinguisher', 'safebox', 'towels', 'blackout curtains', 'ironing facilities', 'linens', 'sofa', 'satellitecable', 'mirror', 'daily newspaper', 'desk', 'air conditioning', 'private entrance', 'washing machine', 'seating area', 'high chair', 'toiletries', 'clothes rack', 'heating', 'clothes dryer', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
681,Haus Diana,1294209,family,"{'hair dryer', 'alarm clock', 'closet', 'fire extinguisher', 'safebox', 'towels', 'blackout curtains', 'ironing facilities', 'linens', 'satellitecable', 'mirror', 'daily newspaper', 'desk', 'air conditioning', 'private entrance', 'washing machine', 'seating area', 'high chair', 'toiletries', 'clothes rack', 'heating', 'clothes dryer', 'free wi-fi in all rooms', 'soundproofing'}"
682,Thalinger Hof,1716832,double,"{'safebox', 'seating area', 'heating', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
683,Thalinger Hof,1716832,single,"{'safebox', 'seating area', 'heating', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
684,Thalinger Hof,1716832,triple,"{'safebox', 'seating area', 'heating', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
685,AMEDIA Luxury Suites Graz,1755523,suite,"{'hair dryer', 'slippers', 'closet', 'fire extinguisher', 'separate dining area', 'laptop safe box', 'petallow', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'towels', 'minibar', 'complimentary tea', 'dvdcd player', 'blackout curtains', 'ironing facilities', 'electric blanket', 'cleaning products', 'open air bath privileges', 'linens', 'sofa', 'satellitecable', 'mirror', 'daily newspaper', 'shoeshine kit', 'high floor', 'desk', 'air conditioning', 'bathrobes', 'private entrance', 'smoke detector', 'washing machine', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free instant coffee', 'clothes dryer', 'laptop workspace', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
686,AMEDIA Luxury Suites Graz,1755523,suite,"{'hair dryer', 'slippers', 'closet', 'fire extinguisher', 'separate dining area', 'kitchenware', 'laptop safe box', 'petallow', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'minibar', 'complimentary tea', 'dvdcd player', 'blackout curtains', 'ironing facilities', 'cleaning products', 'open air bath privileges', 'linens', 'sofa', 'satellitecable', 'mirror', 'daily newspaper', 'shoeshine kit', 'high floor', 'desk', 'air conditioning', 'bathrobes', 'private entrance', 'full kitchen', 'smoke detector', 'seating area', 'washing machine', 'toiletries', 'heating', 'woodenparqueted flooring', 'free instant coffee', 'clothes dryer', 'laptop workspace', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
687,AMEDIA Luxury Suites Graz,1755523,suite,"{'hair dryer', 'slippers', 'closet', 'fire extinguisher', 'separate dining area', 'kitchenware', 'petallow', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'minibar', 'separate living room', 'complimentary tea', 'dvdcd player', 'blackout curtains', 'ironing facilities', 'cleaning products', 'sofa', 'satellitecable', 'mirror', 'daily newspaper', 'shoeshine kit', 'high floor', 'desk', 'air conditioning', 'bathrobes', 'private entrance', 'full kitchen', 'washing machine', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free instant coffee', 'clothes dryer', 'laptop workspace', 'free wi-fi in all rooms'}"
688,AMEDIA Luxury Suites Graz,1755523,grand,"{'hair dryer', 'slippers', 'closet', 'fire extinguisher', 'separate dining area', 'kitchenware', 'petallow', 'safebox', 'wake-up service', 'coffeetea maker', 'refrigerator', 'microwave', 'towels', 'minibar', 'separate living room', 'complimentary tea', 'dvdcd player', 'blackout curtains', 'ironing facilities', 'cleaning products', 'sofa', 'satellitecable', 'mirror', 'daily newspaper', 'high floor', 'desk', 'air conditioning', 'bathrobes', 'private entrance', 'full kitchen', 'washing machine', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free instant coffee', 'clothes dryer', 'laptop workspace', 'free wi-fi in all rooms'}"
